Lat,Lon,N.Blue,N.Cyan,N.Yellow,N.Red,N.Green,N.Magenta,N.Total
1.397829075,103.8136668,0.161,0.115,0.333,0.264,0.126,0,87
1.397829075,103.8276668,0.143,0.071,0.5,0.143,0.143,0,28
1.397829075,103.8416668,0.105,0.105,0.368,0.316,0,0.105,19
1.397829075,103.8556668,0.047,0.14,0.558,0.116,0.093,0.047,43
1.397829075,103.8696668,0.179,0.115,0.308,0.141,0.205,0.051,78
1.397829075,103.8836668,0.06,0.017,0.388,0.25,0.284,0,116
1.397829075,103.8976668,0.111,0.071,0.646,0.111,0.03,0.03,99
1.397829075,103.9116669,0.102,0.019,0.704,0.13,0.019,0.028,108
1.397829075,103.9256669,0.2,0.235,0.353,0.082,0.094,0.035,85
1.397829075,103.9396669,0.294,0.235,0.294,0.118,0.059,0,17
1.397829075,103.9536669,0.306,0.278,0.25,0.083,0.056,0.028,36
1.397829075,103.9676669,0.386,0.286,0.214,0.057,0.043,0.014,70
1.397829075,104.0796669,0.5,0,0,0.5,0,0,2
1.401870529,103.6946668,0,0,1,0,0,0,1
1.401870529,103.7086668,0,0,1,0,0,0,1
1.401870529,103.7226668,0,0,0,1,0,0,1
1.401870529,103.7366668,0,0.061,0.424,0.424,0.03,0.061,33
1.401870529,103.7506668,0.125,0.062,0.325,0.35,0.025,0.112,80
1.401870529,103.7786668,0.2,0.114,0.314,0.143,0.143,0.086,35
1.401870529,103.7926668,0.115,0.197,0.377,0.131,0.18,0,61
1.401870529,103.8066668,0.247,0.123,0.315,0.205,0.11,0,73
1.401870529,103.8206668,0.085,0.119,0.39,0.288,0.102,0.017,59
1.401870529,103.8346668,0.367,0.204,0.224,0.184,0,0.02,49
1.401870529,103.8486668,0.2,0.2,0.4,0,0,0.2,5
1.401870529,103.8626668,0.2,0.378,0.2,0.111,0.111,0,45
1.401870529,103.8766668,0.171,0.122,0.305,0.122,0.22,0.061,82
1.401870529,103.8906668,0.022,0.015,0.591,0.212,0.161,0,137
1.401870529,103.9046669,0.261,0.109,0.37,0.152,0.076,0.033,92
1.401870529,103.9186669,0.139,0.101,0.392,0.19,0.089,0.089,79
1.401870529,103.9326669,0.17,0.189,0.406,0.047,0.189,0,106
1.401870529,103.9466669,0.13,0.087,0.087,0.609,0.058,0.029,69
1.401870529,103.9606669,0.24,0.115,0.573,0.031,0.031,0.01,96
1.401870529,103.9746669,0.359,0.281,0.172,0.125,0.062,0,64
1.401870529,103.9886669,0.422,0.127,0.225,0.137,0.088,0,102
1.401870529,104.0026669,0,1,0,0,0,0,1
1.401870529,104.0166669,0.5,0.5,0,0,0,0,2
1.401870529,104.0306669,0.25,0.25,0.062,0.375,0.062,0,32
1.401870529,104.0586669,0,0,0.5,0.5,0,0,2
1.401870529,104.0726669,0.5,0,0,0.5,0,0,2
1.401870529,104.0866669,0,0,0,1,0,0,1
1.405911983,103.6596667,0,1,0,0,0,0,1
1.405911983,103.7016668,0,0,1,0,0,0,1
1.405911983,103.7296668,0,0.333,0,0,0.667,0,3
1.405911983,103.7436668,0.087,0.087,0.435,0.283,0.065,0.043,46
1.405911983,103.7576668,0.182,0.136,0.455,0.136,0.091,0,22
1.405911983,103.7716668,0.2,0.04,0.4,0.2,0.12,0.04,25
1.405911983,103.7856668,0.117,0.283,0.367,0.133,0.1,0,60
1.405911983,103.7996668,0.102,0.305,0.373,0.085,0.119,0.017,59
1.405911983,103.8136668,0.13,0.348,0.326,0.13,0.043,0.022,46
1.405911983,103.8276668,0.333,0.244,0.218,0.179,0.026,0,78
1.405911983,103.8416668,0.066,0.098,0.623,0.066,0.131,0.016,61
1.405911983,103.8556668,0.143,0.19,0.524,0.095,0,0.048,21
1.405911983,103.8696668,0.175,0.351,0.263,0.158,0.035,0.018,57
1.405911983,103.8836668,0.176,0.235,0.392,0.078,0.098,0.02,51
1.405911983,103.8976668,0.324,0.162,0.368,0.059,0.059,0.029,68
1.405911983,103.9116669,0.19,0.089,0.481,0.165,0.025,0.051,79
1.405911983,103.9256669,0.085,0.22,0.402,0.061,0.22,0.012,82
1.405911983,103.9536669,0.106,0.212,0.591,0,0.091,0,66
1.405911983,103.9676669,0.339,0.274,0.21,0.113,0.065,0,62
1.405911983,103.9816669,0.239,0.045,0.403,0.194,0.104,0.015,67
1.405911983,103.9956669,0.458,0.156,0.25,0.062,0.073,0,96
1.405911983,104.0236669,0.235,0.265,0.059,0.382,0.059,0,34
1.405911983,104.0376669,0.211,0.158,0.053,0.474,0.105,0,19
1.405911983,104.0516669,0,0,0.5,0.5,0,0,2
1.405911983,104.0796669,0,0,0,1,0,0,1
1.409953437,103.6666667,0,1,0,0,0,0,1
1.409953437,103.7086668,0,0,0,0,1,0,1
1.409953437,103.7226668,0.375,0,0.25,0,0.375,0,8
1.409953437,103.7366668,0.333,0.333,0,0,0.333,0,3
1.409953437,103.7506668,0.205,0.154,0.41,0.154,0.077,0,39
1.409953437,103.7646668,0.125,0.125,0.25,0.375,0.125,0,8
1.409953437,103.7786668,0.231,0.077,0.308,0.173,0.096,0.115,52
1.409953437,103.7926668,0.089,0.196,0.411,0.125,0.179,0,56
1.409953437,103.8066668,0.206,0.412,0.176,0.118,0.088,0,34
1.409953437,103.8206668,0.269,0.115,0.385,0.154,0.038,0.038,26
1.409953437,103.8346668,0.29,0.232,0.188,0.188,0.058,0.043,69
1.409953437,103.8486668,0.053,0.08,0.693,0.067,0.107,0,75
1.409953437,103.8626668,0.143,0.196,0.393,0.196,0.036,0.036,56
1.409953437,103.8766668,0.105,0.211,0.509,0.158,0.018,0,57
1.409953437,103.8906668,0.216,0.216,0.157,0.157,0.235,0.02,51
1.409953437,103.9046669,0.333,0.188,0.29,0.087,0.072,0.029,69
1.409953437,103.9186669,0.156,0.156,0.389,0.1,0.189,0.011,90
1.409953437,103.9466669,0.074,0.132,0.662,0.044,0.088,0,68
1.409953437,103.9606669,0.045,0.242,0.606,0,0.106,0,66
1.409953437,103.9746669,0.145,0.072,0.522,0.203,0.058,0,69
1.409953437,103.9886669,0.417,0.155,0.233,0.087,0.097,0.01,103
1.409953437,104.0026669,0.143,0.714,0.143,0,0,0,7
1.409953437,104.0166669,0,0.667,0,0.333,0,0,3
1.409953437,104.0306669,0.25,0.25,0.062,0.375,0.062,0,32
1.409953437,104.0586669,0,0,0.5,0.5,0,0,2
1.41399489,103.7016668,0.056,0.056,0.667,0.056,0.167,0,18
1.41399489,103.7156668,0.148,0.18,0.377,0.082,0.18,0.033,61
1.41399489,103.7296668,0.158,0.079,0.605,0,0.158,0,38
1.41399489,103.7436668,0.3,0.2,0.2,0.1,0.2,0,10
1.41399489,103.7576668,0.358,0.132,0.415,0.075,0.019,0,53
1.41399489,103.7716668,0.455,0.045,0.273,0.136,0.045,0.045,22
1.41399489,103.7856668,0.15,0.138,0.388,0.125,0.112,0.088,80
1.41399489,103.7996668,0.176,0.176,0.353,0.118,0.176,0,17
1.41399489,103.8136668,0.1,0.2,0.4,0.3,0,0,10
1.41399489,103.8276668,0.266,0.253,0.266,0.177,0.025,0.013,79
1.41399489,103.8416668,0.122,0.108,0.351,0.284,0.108,0.027,74
1.41399489,103.8556668,0.217,0.13,0.435,0.174,0,0.043,23
1.41399489,103.8696668,0.093,0.278,0.463,0.148,0,0.019,54
1.41399489,103.8976668,0.338,0.235,0.221,0.103,0.074,0.029,68
1.41399489,103.9116669,0.329,0.229,0.3,0.086,0.029,0.029,70
1.41399489,103.9256669,0.125,0.225,0.4,0.175,0.062,0.012,80
1.41399489,103.9396669,0.022,0.391,0.348,0.109,0.109,0.022,46
1.41399489,103.9536669,0.077,0.185,0.615,0.015,0.108,0,65
1.41399489,103.9676669,0.245,0.264,0.189,0.151,0.151,0,53
1.41399489,103.9816669,0.226,0.145,0.274,0.194,0.145,0.016,62
1.41399489,103.9956669,0.438,0.208,0.25,0.052,0.052,0,96
1.41399489,104.0096669,1,0,0,0,0,0,1
1.41399489,104.0236669,0,0.667,0,0.333,0,0,3
1.41399489,104.0376669,0,0,0,1,0,0,1
1.41399489,104.0516669,0,0,0.5,0.5,0,0,2
1.418036344,103.6946668,0,0,0.5,0,0.5,0,2
1.418036344,103.7086668,0.167,0.148,0.389,0.111,0.167,0.019,54
1.418036344,103.7226668,0.152,0.087,0.554,0.043,0.141,0.022,92
1.418036344,103.7366668,0.24,0.12,0.52,0,0.12,0,25
1.418036344,103.7506668,0.32,0.14,0.44,0.06,0.04,0,50
1.418036344,103.7646668,0.222,0.222,0.259,0.185,0.093,0.019,54
1.418036344,103.7786668,0.333,0.033,0.2,0.2,0,0.233,30
1.418036344,103.7926668,0.124,0.175,0.423,0.093,0.175,0.01,97
1.418036344,103.8066668,0.125,0.188,0.25,0.25,0.188,0,16
1.418036344,103.8206668,0.26,0.14,0.38,0.14,0.08,0,50
1.418036344,103.8346668,0.244,0.256,0.244,0.205,0.026,0.026,78
1.418036344,103.8486668,0.098,0.082,0.656,0.148,0.016,0,61
1.418036344,103.8626668,0.324,0.324,0.23,0.108,0,0.014,74
1.418036344,103.8766668,0.068,0.11,0.712,0.068,0.041,0,73
1.418036344,103.8906668,0.412,0.294,0.059,0.118,0.118,0,17
1.418036344,103.9046669,0.289,0.325,0.229,0.084,0.024,0.048,83
1.418036344,103.9186669,0.284,0.148,0.383,0.074,0.099,0.012,81
1.418036344,103.9326669,0.097,0.258,0.323,0.258,0.032,0.032,31
1.418036344,103.9606669,0.195,0.512,0.171,0.049,0.073,0,41
1.418036344,103.9746669,0.24,0.22,0.28,0.14,0.12,0,50
1.418036344,103.9886669,0.181,0.181,0.417,0.153,0.042,0.028,72
1.418036344,104.0166669,0,0.667,0,0.333,0,0,3
1.418036344,104.0446669,0,0,0,1,0,0,1
1.422077798,103.7016668,0.206,0.118,0.412,0.147,0.118,0,34
1.422077798,103.7156668,0.167,0.182,0.364,0.076,0.182,0.03,66
1.422077798,103.7296668,0.139,0.028,0.722,0,0.111,0,72
1.422077798,103.7436668,0.375,0.125,0.125,0.125,0.25,0,8
1.422077798,103.7576668,0.222,0.2,0.289,0.222,0.044,0.022,45
1.422077798,103.7716668,0.213,0.164,0.213,0.246,0.148,0.016,61
1.422077798,103.7856668,0.065,0.187,0.271,0.421,0.056,0,107
1.422077798,103.7996668,0.042,0.167,0.625,0.042,0.125,0,24
1.422077798,103.8136668,0,0,0,1,0,0,2
1.422077798,103.8276668,0.161,0.179,0.482,0.179,0,0,56
1.422077798,103.8416668,0.208,0.151,0.302,0.283,0.019,0.038,53
1.422077798,103.8556668,0.299,0.325,0.234,0.117,0.026,0,77
1.422077798,103.8696668,0.228,0.203,0.43,0.076,0.063,0,79
1.422077798,103.8836668,0.063,0.056,0.706,0.035,0.14,0,143
1.422077798,103.8976668,0.15,0.183,0.25,0.1,0.317,0,60
1.422077798,103.9116669,0.24,0.312,0.302,0.104,0.021,0.021,96
1.422077798,103.9256669,0.237,0.447,0.105,0.184,0,0.026,38
1.422077798,103.9396669,0.188,0.125,0.188,0.188,0.25,0.062,16
1.422077798,103.9536669,0.154,0.462,0.077,0.154,0.154,0,13
1.422077798,103.9676669,0.28,0.44,0.16,0.08,0.04,0,25
1.422077798,103.9816669,0.263,0.316,0.316,0.105,0,0,19
1.422077798,103.9956669,0.333,0.667,0,0,0,0,3
1.422077798,104.0096669,0,1,0,0,0,0,1
1.422077798,104.0236669,0,1,0,0,0,0,1
1.422077798,104.0376669,0,0,0,1,0,0,1
1.426119252,103.6806667,0,0,1,0,0,0,1
1.426119252,103.6946668,0,0,1,0,0,0,1
1.426119252,103.7086668,0.185,0.077,0.538,0.138,0.062,0,65
1.426119252,103.7226668,0.143,0.129,0.571,0.057,0.086,0.014,70
1.426119252,103.7366668,0.167,0.167,0.5,0,0.167,0,6
1.426119252,103.7506668,0.158,0.211,0.368,0.053,0.158,0.053,19
1.426119252,103.7646668,0.174,0.217,0.196,0.196,0.196,0.022,46
1.426119252,103.7786668,0.169,0.133,0.289,0.277,0.12,0.012,83
1.426119252,103.7926668,0.053,0.158,0.421,0.263,0.053,0.053,19
1.426119252,103.8066668,0,0.167,0.5,0.333,0,0,6
1.426119252,103.8206668,0.043,0.043,0.739,0.13,0,0.043,23
1.426119252,103.8346668,0.153,0.082,0.376,0.329,0.047,0.012,85
1.426119252,103.8486668,0.147,0.074,0.353,0.412,0.015,0,68
1.426119252,103.8626668,0.346,0.308,0.256,0.077,0.013,0,78
1.426119252,103.8766668,0.055,0.055,0.703,0.041,0.145,0,145
1.426119252,103.8906668,0.125,0,0.625,0,0.25,0,24
1.426119252,103.9326669,0.258,0.419,0.065,0.226,0.032,0,31
1.426119252,103.9466669,0.286,0.143,0.286,0,0.286,0,7
1.426119252,104.0166669,0,1,0,0,0,0,1
1.426119252,104.0306669,0,1,0,0,0,0,1
1.430160706,103.6876668,0,0,1,0,0,0,1
1.430160706,103.7016668,0.347,0.041,0.286,0.265,0.061,0,49
1.430160706,103.7156668,0.195,0.073,0.585,0.098,0.049,0,41
1.430160706,103.7296668,0.098,0.024,0.78,0,0.098,0,41
1.430160706,103.7436668,0.1,0.2,0.2,0.2,0.2,0.1,10
1.430160706,103.7576668,0.129,0.097,0.355,0.097,0.258,0.065,31
1.430160706,103.7716668,0.167,0.167,0.359,0.154,0.141,0.013,78
1.430160706,103.7856668,0.128,0.282,0.308,0.231,0.026,0.026,39
1.430160706,103.7996668,0.309,0.182,0.327,0.073,0.091,0.018,55
1.430160706,103.8136668,0,0,0,0.5,0.5,0,2
1.430160706,103.8276668,0.154,0.077,0.415,0.277,0.062,0.015,65
1.430160706,103.8416668,0.189,0.074,0.453,0.232,0.042,0.011,95
1.430160706,103.8556668,0.159,0.136,0.341,0.273,0.068,0.023,44
1.430160706,103.8696668,0.154,0.231,0.308,0.154,0.154,0,13
1.430160706,103.8836668,0.064,0.064,0.696,0.04,0.136,0,125
1.430160706,103.9396669,0.4,0.2,0,0,0.4,0,5
1.430160706,104.0096669,0,1,0,0,0,0,1
1.430160706,104.0376669,0,1,0,0,0,0,1
1.434202159,103.6806667,0,0,1,0,0,0,1
1.434202159,103.6946668,0.346,0.038,0.308,0.25,0.058,0,52
1.434202159,103.7086668,0.304,0.043,0.406,0.188,0.058,0,69
1.434202159,103.7226668,0.1,0.1,0.6,0.1,0.1,0,10
1.434202159,103.7366668,0.258,0.355,0.242,0.016,0.113,0.016,62
1.434202159,103.7506668,0.261,0.217,0.261,0.217,0,0.043,23
1.434202159,103.7646668,0.164,0.096,0.479,0.178,0.068,0.014,73
1.434202159,103.7786668,0.167,0.167,0.5,0.148,0.019,0,54
1.434202159,103.7926668,0.222,0.267,0.267,0.2,0.022,0.022,45
1.434202159,103.8066668,0.178,0.205,0.329,0.219,0.055,0.014,73
1.434202159,103.8206668,0.083,0.05,0.483,0.283,0.033,0.067,60
1.434202159,103.8346668,0.212,0.094,0.424,0.224,0.035,0.012,85
1.434202159,103.8486668,0.22,0.037,0.415,0.232,0.061,0.037,82
1.434202159,103.8766668,0,0.143,0.429,0.143,0.286,0,7
1.434202159,104.0166669,1,0,0,0,0,0,1
1.434202159,104.0306669,0,1,0,0,0,0,1
1.438243613,103.6876668,0,0,1,0,0,0,1
1.438243613,103.7016668,0.339,0.054,0.304,0.232,0.071,0,56
1.438243613,103.7156668,0.5,0,0.167,0.167,0.167,0,6
1.438243613,103.7296668,0.104,0.208,0.5,0.075,0.113,0,106
1.438243613,103.7436668,0.26,0.3,0.36,0.02,0.02,0.04,50
1.438243613,103.7576668,0.096,0.058,0.519,0.231,0.077,0.019,52
1.438243613,103.7716668,0.181,0.12,0.361,0.217,0.108,0.012,83
1.438243613,103.7856668,0.219,0.188,0.359,0.156,0.031,0.047,64
1.438243613,103.7996668,0.23,0.162,0.378,0.095,0.108,0.027,74
1.438243613,103.8136668,0.128,0.192,0.256,0.333,0.064,0.026,78
1.438243613,103.8416668,0.273,0.078,0.429,0.195,0.013,0.013,77
1.438243613,103.8556668,0.5,0,0.5,0,0,0,2
1.438243613,103.8696668,0,1,0,0,0,0,3
1.438243613,104.0236669,1,0,0,0,0,0,1
1.438243613,104.0376669,0,0.5,0.5,0,0,0,2
1.442285067,103.7086668,0.339,0.065,0.306,0.21,0.065,0.016,62
1.442285067,103.7226668,0.071,0.08,0.54,0.15,0.159,0,113
1.442285067,103.7366668,0.19,0.238,0.333,0.095,0.143,0,84
1.442285067,103.7506668,0.28,0.12,0.4,0.2,0,0,25
1.442285067,103.7646668,0.214,0.171,0.371,0.2,0.029,0.014,70
1.442285067,103.7786668,0.205,0.091,0.432,0.273,0,0,44
1.442285067,103.7926668,0.159,0.125,0.386,0.125,0.193,0.011,88
1.442285067,103.8066668,0.149,0.209,0.373,0.209,0.045,0.015,67
1.442285067,103.8206668,0.276,0.092,0.329,0.171,0.092,0.039,76
1.442285067,103.8346668,0.229,0.086,0.457,0.171,0.014,0.043,70
1.442285067,103.8486668,0.286,0.041,0.388,0.184,0,0.102,49
1.442285067,103.8626668,0,1,0,0,0,0,3
1.442285067,104.0306669,0,0,1,0,0,0,1
1.446326521,103.7016668,0.323,0.065,0.323,0.226,0.065,0,62
1.446326521,103.7156668,0.182,0.078,0.455,0.195,0.078,0.013,77
1.446326521,103.7296668,0.14,0.116,0.488,0.093,0.163,0,86
1.446326521,103.7436668,0.2,0.225,0.575,0,0,0,40
1.446326521,103.7576668,0.105,0.053,0.605,0.211,0.026,0,38
1.446326521,103.7716668,0.118,0.137,0.294,0.333,0.059,0.059,51
1.446326521,103.7856668,0.058,0.058,0.577,0.038,0.269,0,52
1.446326521,103.7996668,0.196,0.118,0.373,0.137,0.118,0.059,51
1.446326521,103.8136668,0.192,0.192,0.346,0.173,0.038,0.058,52
1.446326521,103.8276668,0.237,0.102,0.356,0.186,0.102,0.017,59
1.446326521,103.8416668,0.26,0.04,0.42,0.18,0,0.1,50
1.446326521,103.8556668,0,0,0,0,1,0,2
1.446326521,103.8696668,0,1,0,0,0,0,3
1.450367974,103.7086668,0.322,0.051,0.322,0.237,0.051,0.017,59
1.450367974,103.7226668,0.094,0.094,0.509,0.132,0.17,0,106
1.450367974,103.7786668,0.14,0.186,0.279,0.279,0.07,0.047,43
1.450367974,103.7926668,0.109,0.164,0.382,0.145,0.164,0.036,55
1.450367974,103.8066668,0.151,0.34,0.302,0.132,0.075,0,53
1.450367974,103.8206668,0.34,0.1,0.28,0.2,0.04,0.04,50
1.450367974,103.8346668,0.125,0.062,0.562,0.188,0,0.062,16
1.450367974,103.8486668,0,0,0.333,0,0.667,0,3
1.454409428,103.7156668,0.111,0,0.667,0.111,0.111,0,9
1.454409428,103.7296668,0.175,0.275,0.388,0.075,0.062,0.025,80
1.454409428,103.7716668,0.233,0.279,0.116,0.233,0.093,0.047,43
1.454409428,103.7856668,0.062,0.108,0.369,0.031,0.431,0,65
1.454409428,103.7996668,0.241,0.31,0.103,0.241,0.069,0.034,29
1.454409428,103.8136668,0.317,0.39,0.122,0.098,0.049,0.024,41
1.454409428,103.8276668,0.182,0.045,0.364,0.273,0.091,0.045,22
1.454409428,103.8416668,0.42,0.12,0.26,0.18,0,0.02,50
1.454409428,103.8556668,0,0,0,0,1,0,2
1.458450882,103.7926668,0.143,0.429,0.286,0.143,0,0,7
1.458450882,103.8066668,0.24,0.36,0.08,0.2,0.12,0,25
1.458450882,103.8206668,0.429,0.086,0.229,0.143,0.029,0.086,35
1.458450882,103.8346668,0.316,0.123,0.333,0.053,0.123,0.053,57
1.458450882,103.8486668,0.375,0.125,0.25,0.25,0,0,16
1.462492336,103.7856668,0.286,0,0.286,0.286,0,0.143,7
1.462492336,103.7996668,0.375,0,0.125,0.5,0,0,8
1.462492336,103.8136668,0.146,0.293,0.244,0.073,0.195,0.049,41
1.462492336,103.8276668,0.296,0.148,0.296,0.037,0.222,0,27
1.462492336,103.8416668,0.317,0.133,0.283,0.117,0.117,0.033,60
1.466533789,103.7926668,1,0,0,0,0,0,1
1.466533789,103.8066668,0.114,0.286,0.171,0.143,0.229,0.057,35
1.466533789,103.8206668,0.286,0.429,0.071,0.071,0,0.143,14
1.466533789,103.8346668,0.327,0.127,0.327,0.055,0.127,0.036,55
1.470575243,103.7996668,1,0,0,0,0,0,1
1.470575243,103.8136668,0.065,0.419,0.161,0.032,0.258,0.065,31
1.470575243,103.8276668,0.429,0.429,0.143,0,0,0,7
